"id","origin_zip","destination_zip","equipment_type","origin_city","origin_state","destination_city","destination_state","rate_source","duration","target_rate","avg_rate","max_rate","miles","fuel_surcharge","created_userid","created_at","cache_date","updated_at","updated_userid","meta_data"
248,"60803","60601",1,Alsip,IL,Chicago,IL,Sonar,3,1035.59,1227.38,1691.79,8.25,0.00,,2024-04-23 05:24:58.785,2024-04-22 18:30:00.000,2024-04-23 05:24:58.785,,null
249,"79323","60601",2,Denver City,TX,Chicago,IL,Sonar,1,1802.74,1863.26,1950.87,1191.29,0.00,,2024-04-23 06:35:19.545,2024-04-22 18:30:00.000,2024-04-23 06:35:19.545,,null
250,"60803","60601",1,Alsip,IL,Chicago,IL,Sonar,1,1051.46,1211.17,1814.87,8.25,0.00,,2024-04-23 06:35:19.985,2024-04-22 18:30:00.000,2024-04-23 06:35:19.985,,null
251,"30450","36420",1,Aaron,GA,Andalusia,AL,Sonar,3,909.41,1058.76,1513.97,285.74,0.00,,2024-04-23 06:36:51.328,2024-04-22 18:30:00.000,2024-04-23 06:36:51.328,,"{""effective_origin_radius"":0.9999999999999998,""effective_dest_radius"":0.9999999999999998,""effective_timeframe_in_days"":10.576666666666666,""effective_load_count"":35.0,""effective_miles"":285.7397501703333,""lane_confidence"":0.9999999999999998,""total_load_count"":48.666666666666664}"
252,"42602","55706",1,Aaron,KY,Babbitt,MN,Sonar,3,1230.88,1294.83,1334.70,523.17,0.00,,2024-04-23 06:40:27.344,2024-04-22 18:30:00.000,2024-04-23 06:40:27.344,,"{""effective_origin_radius"":0.9999999999999998,""effective_dest_radius"":0.9999999999999998,""effective_timeframe_in_days"":8.43,""effective_load_count"":67.0,""effective_miles"":523.174709344,""lane_confidence"":0.9999999999999998,""total_load_count"":104.33333333333333}"
253,"60803","13063",2,Alsip,IL,Fabius,NY,Sonar,1,1768.79,1914.13,2028.27,713.70,0.00,,2024-04-23 06:41:44.896,2024-04-22 18:30:00.000,2024-04-23 06:41:44.896,,"{""effective_origin_radius"":130.23,""effective_dest_radius"":209.34,""effective_timeframe_in_days"":9.68,""effective_load_count"":662.0,""effective_miles"":713.6991750319999,""lane_confidence"":5.0,""total_load_count"":1129.0}"
254,"60803","13063",2,Alsip,IL,Fabius,NY,Sonar,3,1770.77,1913.81,2031.95,714.48,0.00,,2024-04-23 06:41:44.905,2024-04-22 18:30:00.000,2024-04-23 06:41:44.905,,"{""effective_origin_radius"":130.85666666666665,""effective_dest_radius"":210.16666666666669,""effective_timeframe_in_days"":9.013333333333334,""effective_load_count"":665.0,""effective_miles"":714.477955283,""lane_confidence"":5.000000000000001,""total_load_count"":1120.0}"
255,"79323","60803",2,Denver City,TX,Alsip,IL,Sonar,3,1633.81,1709.19,1811.77,1187.35,0.00,,2024-04-23 07:08:21.072,2024-04-22 18:30:00.000,2024-04-23 07:08:21.072,,null
256,"79323","60803",2,Denver City,TX,Alsip,IL,Sonar,1,1802.28,1863.17,1950.61,1187.35,0.00,,2024-04-23 07:08:21.205,2024-04-22 18:30:00.000,2024-04-23 07:08:21.205,,null
257,"60803","10001",2,Alsip,IL,GPO,NY,Sonar,3,1827.45,1989.68,2120.96,791.34,0.00,,2024-04-23 07:08:21.944,2024-04-22 18:30:00.000,2024-04-23 07:08:21.944,,null
258,"60803","10001",2,Alsip,IL,GPO,NY,Sonar,1,1823.12,1987.12,2120.39,791.34,0.00,,2024-04-23 07:08:22.054,2024-04-22 18:30:00.000,2024-04-23 07:08:22.054,,null
259,"60605","79323",2,Chicago,IL,Denver City,TX,Sonar,3,2348.66,2402.02,2478.15,1193.43,0.00,,2024-04-23 07:08:22.851,2024-04-22 18:30:00.000,2024-04-23 07:08:22.851,,null
260,"60605","79323",2,Chicago,IL,Denver City,TX,Sonar,1,2293.85,2341.78,2408.65,1193.43,0.00,,2024-04-23 07:08:22.904,2024-04-22 18:30:00.000,2024-04-23 07:08:22.904,,null
261,"31520","71638",2,Altama,GA,Baxter,AR,Sonar,1,1014.69,1075.72,1150.45,815.16,0.00,,2024-04-23 13:24:27.529,2024-04-22 18:30:00.000,2024-04-23 13:24:27.529,,null
262,"31520","71638",2,Altama,GA,Baxter,AR,Sonar,3,1015.53,1078.86,1156.05,815.16,0.00,,2024-04-23 13:24:28.459,2024-04-22 18:30:00.000,2024-04-23 13:24:28.459,,null
263,"36104","38301",2,Montgomery,AL,Jackson,TN,Sonar,1,777.25,798.65,822.20,311.97,0.00,,2024-04-23 13:24:34.203,2024-04-22 18:30:00.000,2024-04-23 13:24:34.203,,null
264,"36104","38301",2,Montgomery,AL,Jackson,TN,Sonar,3,777.18,793.90,814.23,311.97,0.00,,2024-04-23 13:24:34.976,2024-04-22 18:30:00.000,2024-04-23 13:24:34.976,,null
265,"60098","54935",2,Bull Valley,IL,Fond Du Lac,WI,Sonar,1,500.59,546.67,607.13,153.38,0.00,,2024-04-23 13:24:42.090,2024-04-22 18:30:00.000,2024-04-23 13:24:42.090,,null
266,"60098","54935",2,Bull Valley,IL,Fond Du Lac,WI,Sonar,3,499.04,541.85,605.82,153.38,0.00,,2024-04-23 13:24:42.450,2024-04-22 18:30:00.000,2024-04-23 13:24:42.450,,null
267,"52001","01537",2,Center Grove,IA,North Oxford,MA,Sonar,1,2247.17,2429.02,2613.78,1136.80,0.00,,2024-04-23 13:24:44.958,2024-04-22 18:30:00.000,2024-04-23 13:24:44.958,,null
268,"47129","62002",2,Cementville,IN,Alton,IL,Sonar,1,667.93,722.20,757.44,276.46,0.00,,2024-04-23 13:24:45.562,2024-04-22 18:30:00.000,2024-04-23 13:24:45.562,,null
269,"92335","92584",2,Fontana,CA,Menifee,CA,Sonar,1,345.83,432.71,477.61,48.75,0.00,,2024-04-23 13:24:46.120,2024-04-22 18:30:00.000,2024-04-23 13:24:46.120,,null
270,"47129","62002",2,Cementville,IN,Alton,IL,Sonar,3,663.88,719.38,751.92,276.46,0.00,,2024-04-23 13:24:46.289,2024-04-22 18:30:00.000,2024-04-23 13:24:46.289,,null
271,"52001","01537",2,Center Grove,IA,North Oxford,MA,Sonar,3,2217.65,2422.81,2607.70,1136.80,0.00,,2024-04-23 13:24:47.432,2024-04-22 18:30:00.000,2024-04-23 13:24:47.432,,null
272,"92335","92584",2,Fontana,CA,Menifee,CA,Sonar,3,345.46,420.12,478.89,48.75,0.00,,2024-04-23 13:24:48.027,2024-04-22 18:30:00.000,2024-04-23 13:24:48.028,,null
273,"35772","27284",2,Stevenson,AL,Guthrie,NC,Sonar,1,886.57,937.90,999.68,501.73,0.00,,2024-04-23 13:24:48.579,2024-04-22 18:30:00.000,2024-04-23 13:24:48.579,,null
274,"35772","27284",2,Stevenson,AL,Guthrie,NC,Sonar,3,887.30,939.87,1002.38,501.73,0.00,,2024-04-23 13:24:49.769,2024-04-22 18:30:00.000,2024-04-23 13:24:49.769,,null
275,"45011","04967",2,City View Heights,OH,Pittsfield,ME,Sonar,1,2154.97,2237.80,2338.07,1073.38,0.00,,2024-04-23 13:24:49.797,2024-04-22 18:30:00.000,2024-04-23 13:24:49.797,,null
276,"45011","04967",2,City View Heights,OH,Pittsfield,ME,Sonar,3,2143.40,2233.34,2337.52,1073.38,0.00,,2024-04-23 13:24:50.403,2024-04-22 18:30:00.000,2024-04-23 13:24:50.403,,null
277,"52001","03833",2,Center Grove,IA,Brentwood,NH,Sonar,1,2553.60,2756.03,2857.79,1181.38,0.00,,2024-04-23 13:24:52.080,2024-04-22 18:30:00.000,2024-04-23 13:24:52.080,,null
278,"70112","38401",2,New Orleans,LA,Columbia,TN,Sonar,1,888.29,936.95,1060.28,487.06,0.00,,2024-04-23 13:24:52.120,2024-04-22 18:30:00.000,2024-04-23 13:24:52.120,,null
279,"70112","38401",2,New Orleans,LA,Columbia,TN,Sonar,3,890.64,935.51,1053.53,487.06,0.00,,2024-04-23 13:24:53.185,2024-04-22 18:30:00.000,2024-04-23 13:24:53.185,,null
280,"52001","03833",2,Center Grove,IA,Brentwood,NH,Sonar,3,2486.54,2752.26,2868.20,1181.38,0.00,,2024-04-23 13:24:53.593,2024-04-22 18:30:00.000,2024-04-23 13:24:53.593,,null
281,"21201","01103",2,Baltimore,MD,Springfield,MA,Sonar,1,895.18,987.54,1098.49,323.47,0.00,,2024-04-23 13:24:54.337,2024-04-22 18:30:00.000,2024-04-23 13:24:54.337,,null
282,"78040","51249",2,Laredo,TX,Cloverdale,IA,Sonar,1,2197.26,2240.52,2364.06,1168.47,0.00,,2024-04-23 13:24:54.448,2024-04-22 18:30:00.000,2024-04-23 13:24:54.448,,null
283,"52801","33401",2,Davenport,IA,West Palm Beach,FL,Sonar,1,3061.72,3156.60,3244.72,1392.88,0.00,,2024-04-23 13:24:55.589,2024-04-22 18:30:00.000,2024-04-23 13:24:55.589,,null
284,"21201","01103",2,Baltimore,MD,Springfield,MA,Sonar,3,890.22,983.27,1103.20,323.47,0.00,,2024-04-23 13:24:56.502,2024-04-22 18:30:00.000,2024-04-23 13:24:56.502,,null
285,"36426","37402",2,Brewton,AL,Chattanooga,TN,Sonar,1,701.13,746.50,780.57,325.99,0.00,,2024-04-23 13:24:56.557,2024-04-22 18:30:00.000,2024-04-23 13:24:56.557,,null
286,"78040","51249",2,Laredo,TX,Cloverdale,IA,Sonar,3,2200.26,2253.24,2370.86,1168.47,0.00,,2024-04-23 13:24:57.054,2024-04-22 18:30:00.000,2024-04-23 13:24:57.054,,null
287,"52801","33401",2,Davenport,IA,West Palm Beach,FL,Sonar,3,3056.14,3164.02,3239.18,1392.88,0.00,,2024-04-23 13:24:58.167,2024-04-22 18:30:00.000,2024-04-23 13:24:58.167,,null
288,"60133","23432",2,Bartlett,IL,Chuckatuck,VA,Sonar,1,1765.04,1873.74,1957.52,919.40,0.00,,2024-04-23 13:24:59.536,2024-04-22 18:30:00.000,2024-04-23 13:24:59.536,,null
289,"36426","37402",2,Brewton,AL,Chattanooga,TN,Sonar,3,721.46,770.70,808.85,325.99,0.00,,2024-04-23 13:24:59.881,2024-04-22 18:30:00.000,2024-04-23 13:24:59.881,,null
290,"29650","21219",2,Greer,SC,Baltimore,MD,Sonar,1,1356.08,1454.57,1527.34,545.46,0.00,,2024-04-23 13:25:00.565,2024-04-22 18:30:00.000,2024-04-23 13:25:00.565,,null
291,"60133","23432",2,Bartlett,IL,Chuckatuck,VA,Sonar,3,1757.96,1872.49,1956.58,919.40,0.00,,2024-04-23 13:25:01.152,2024-04-22 18:30:00.000,2024-04-23 13:25:01.152,,null
292,"43351","30303",2,Upper Sandusky,OH,Atlanta,GA,Sonar,1,1287.63,1360.12,1433.46,590.29,0.00,,2024-04-23 13:25:03.334,2024-04-22 18:30:00.000,2024-04-23 13:25:03.334,,null
293,"29650","21219",2,Greer,SC,Baltimore,MD,Sonar,3,1359.19,1452.97,1526.61,545.46,0.00,,2024-04-23 13:25:03.626,2024-04-22 18:30:00.000,2024-04-23 13:25:03.626,,null
294,"12202","16037",2,Albany,NY,Harmony,PA,Sonar,1,719.81,852.41,1037.62,469.75,0.00,,2024-04-23 13:25:03.743,2024-04-22 18:30:00.000,2024-04-23 13:25:03.743,,null
295,"12202","16037",2,Albany,NY,Harmony,PA,Sonar,3,721.26,852.37,1036.83,469.75,0.00,,2024-04-23 13:25:05.531,2024-04-22 18:30:00.000,2024-04-23 13:25:05.531,,null
296,"43351","30303",2,Upper Sandusky,OH,Atlanta,GA,Sonar,3,1285.36,1357.35,1431.89,590.29,0.00,,2024-04-23 13:25:06.880,2024-04-22 18:30:00.000,2024-04-23 13:25:06.880,,null
297,"43725","04401",2,Cambridge,OH,Bangor,ME,Sonar,1,2039.35,2125.65,2228.30,966.91,0.00,,2024-04-23 13:25:07.525,2024-04-22 18:30:00.000,2024-04-23 13:25:07.525,,null
298,"29405","28134",2,Charleston,SC,Pineville,NC,Sonar,1,683.95,707.69,731.15,199.20,0.00,,2024-04-23 13:25:08.241,2024-04-22 18:30:00.000,2024-04-23 13:25:08.241,,null
299,"43725","04401",2,Cambridge,OH,Bangor,ME,Sonar,3,2065.21,2147.19,2256.11,966.91,0.00,,2024-04-23 13:25:09.805,2024-04-22 18:30:00.000,2024-04-23 13:25:09.805,,null
300,"29405","28134",2,Charleston,SC,Pineville,NC,Sonar,3,688.25,711.44,734.04,199.20,0.00,,2024-04-23 13:25:10.167,2024-04-22 18:30:00.000,2024-04-23 13:25:10.167,,null
301,"17257","85201",2,Cleversburg,PA,Mesa,AZ,Sonar,1,3377.28,3635.91,3696.17,2261.13,0.00,,2024-04-23 13:25:11.180,2024-04-22 18:30:00.000,2024-04-23 13:25:11.180,,null
302,"77662","15901",2,North Vidor,TX,Johnstown,PA,Sonar,1,2661.01,2766.00,2856.43,1358.24,0.00,,2024-04-23 13:25:12.814,2024-04-22 18:30:00.000,2024-04-23 13:25:12.814,,null
303,"17257","85201",2,Cleversburg,PA,Mesa,AZ,Sonar,3,3404.70,3643.14,3689.01,2261.13,0.00,,2024-04-23 13:25:13.537,2024-04-22 18:30:00.000,2024-04-23 13:25:13.537,,null
304,"77662","15901",2,North Vidor,TX,Johnstown,PA,Sonar,3,2669.38,2767.97,2861.65,1358.24,0.00,,2024-04-23 13:25:15.291,2024-04-22 18:30:00.000,2024-04-23 13:25:15.291,,null
308,"70112","78201",2,New Orleans,LA,Balcones Heights,TX,Sonar,3,853.92,905.26,991.33,547.08,0.00,,2024-04-23 13:25:20.623,2024-04-22 18:30:00.000,2024-04-23 13:25:20.623,,null
313,"19092","45133",2,Philadelphia,PA,Allensburg,OH,Sonar,3,1000.94,1049.14,1110.56,549.35,0.00,,2024-04-23 13:25:27.773,2024-04-22 18:30:00.000,2024-04-23 13:25:27.773,,null
316,"75941","78201",2,Burke,TX,Balcones Heights,TX,Sonar,3,636.61,718.18,786.77,345.35,0.00,,2024-04-23 13:25:33.535,2024-04-22 18:30:00.000,2024-04-23 13:25:33.535,,null
322,"44203","53202",2,Akron,OH,Milwaukee,WI,Sonar,3,727.40,790.73,871.43,451.89,0.00,,2024-04-23 13:25:42.768,2024-04-22 18:30:00.000,2024-04-23 13:25:42.768,,null
327,"60601","19092",2,Chicago,IL,Philadelphia,PA,Sonar,3,1767.41,1867.33,2002.81,755.19,0.00,,2024-04-23 13:25:47.565,2024-04-22 18:30:00.000,2024-04-23 13:25:47.565,,null
330,"40502","53702",2,Lexington,KY,Madison,WI,Sonar,3,741.87,801.05,868.91,518.33,0.00,,2024-04-23 13:25:55.760,2024-04-22 18:30:00.000,2024-04-23 13:25:55.760,,null
332,"77002","75078",2,Clutch City,TX,Prosper,TX,Sonar,3,609.85,645.68,953.26,256.08,0.00,,2024-04-23 13:26:04.125,2024-04-22 18:30:00.000,2024-04-23 13:26:04.125,,null
334,"17011","06850",2,Camp Hill,PA,Norwalk,CT,Sonar,3,718.07,801.41,859.38,221.10,0.00,,2024-04-23 13:26:09.318,2024-04-22 18:30:00.000,2024-04-23 13:26:09.318,,null
336,"43351","28075",2,Upper Sandusky,OH,Harrisburg,NC,Sonar,3,1221.23,1279.86,1386.02,483.71,0.00,,2024-04-23 13:26:15.796,2024-04-22 18:30:00.000,2024-04-23 13:26:15.796,,null
338,"80012","78201",2,Aurora,CO,Balcones Heights,TX,Sonar,3,1258.44,1284.11,1299.69,933.71,0.00,,2024-04-23 13:26:19.766,2024-04-22 18:30:00.000,2024-04-23 13:26:19.766,,null
340,"43351","28202",2,Upper Sandusky,OH,Charlotte,NC,Sonar,3,1232.28,1290.50,1398.72,484.45,0.00,,2024-04-23 13:26:25.826,2024-04-22 18:30:00.000,2024-04-23 13:26:25.826,,null
343,"24382","27401",2,Stones Mill,VA,Greensboro,NC,Sonar,3,678.38,779.98,806.40,116.75,0.00,,2024-04-23 13:26:32.858,2024-04-22 18:30:00.000,2024-04-23 13:26:32.858,,null
345,"52001","18015",2,Center Grove,IA,Bethlehem,PA,Sonar,3,2013.56,2137.91,2309.16,918.69,0.00,,2024-04-23 13:26:36.269,2024-04-22 18:30:00.000,2024-04-23 13:26:36.269,,null
348,"27284","11763",2,Guthrie,NC,Gordon Heights,NY,Sonar,3,1214.47,1280.48,1387.98,585.73,0.00,,2024-04-23 13:26:41.285,2024-04-22 18:30:00.000,2024-04-23 13:26:41.285,,null
350,"62040","67062",2,Granite City,IL,Hesston,KS,Sonar,3,1159.84,1189.88,1284.07,458.01,0.00,,2024-04-23 13:26:43.621,2024-04-22 18:30:00.000,2024-04-23 13:26:43.621,,null
351,"33563","32601",2,Plant City,FL,Gainesville,FL,Sonar,3,480.53,508.86,548.27,131.86,0.00,,2024-04-23 13:26:45.556,2024-04-22 18:30:00.000,2024-04-23 13:26:45.556,,null
352,"21201","22801",2,Baltimore,MD,Harrisonburg,VA,Sonar,3,722.17,995.73,1289.28,157.29,0.00,,2024-04-23 13:26:51.040,2024-04-22 18:30:00.000,2024-04-23 13:26:51.040,,null
355,"78040","37743",2,Laredo,TX,Baileyton,TN,Sonar,3,2254.29,2364.85,2441.60,1202.23,0.00,,2024-04-23 13:26:57.548,2024-04-22 18:30:00.000,2024-04-23 13:26:57.548,,null
357,"19067","33801",2,Lower Makefield,PA,Lakeland,FL,Sonar,3,2163.77,2255.71,2318.00,1050.49,0.00,,2024-04-23 13:27:03.010,2024-04-22 18:30:00.000,2024-04-23 13:27:03.010,,null
359,"78040","13146",2,Laredo,TX,Savannah,NY,Sonar,3,3721.01,3760.91,3783.28,1871.71,0.00,,2024-04-23 13:27:10.094,2024-04-22 18:30:00.000,2024-04-23 13:27:10.094,,null
361,"18701","07094",2,Wilkes Barre,PA,Secaucus,NJ,Sonar,3,509.89,687.80,704.69,111.67,0.00,,2024-04-23 13:27:18.368,2024-04-22 18:30:00.000,2024-04-23 13:27:18.368,,null
363,"44502","60140",2,Youngstown,OH,Campton Hills,IL,Sonar,3,720.93,770.60,828.48,436.48,0.00,,2024-04-23 13:27:25.025,2024-04-22 18:30:00.000,2024-04-23 13:27:25.025,,null
366,"39455","78610",2,Baxterville,MS,Buda,TX,Sonar,3,933.22,1012.77,1106.92,601.86,0.00,,2024-04-23 13:27:31.545,2024-04-22 18:30:00.000,2024-04-23 13:27:31.545,,null
368,"89431","01013",2,Greenbrae,NV,Chicopee,MA,Sonar,3,5025.30,5177.57,5275.95,2793.44,0.00,,2024-04-23 13:27:35.821,2024-04-22 18:30:00.000,2024-04-23 13:27:35.821,,null
369,"16146","56401",2,Sharon,PA,Baxter,MN,Sonar,3,1491.89,1586.35,1682.38,974.21,0.00,,2024-04-23 13:27:40.323,2024-04-22 18:30:00.000,2024-04-23 13:27:40.323,,null
370,"50021","79022",2,Ankeny,IA,Dalhart,TX,Sonar,3,1683.41,1830.28,1960.87,798.08,0.00,,2024-04-23 13:27:43.301,2024-04-22 18:30:00.000,2024-04-23 13:27:43.301,,null
305,"43351","28301",2,Upper Sandusky,OH,East Fayetteville,NC,Sonar,1,1309.45,1381.26,1454.07,558.89,0.00,,2024-04-23 13:25:15.769,2024-04-22 18:30:00.000,2024-04-23 13:25:15.769,,null
309,"60107","44017",2,Streamwood,IL,Berea,OH,Sonar,1,966.87,1018.46,1068.15,382.98,0.00,,2024-04-23 13:25:20.853,2024-04-22 18:30:00.000,2024-04-23 13:25:20.853,,null
312,"15122","64101",2,Pittsburgh,PA,Kansas City,MO,Sonar,1,1510.93,1614.32,1759.04,840.00,0.00,,2024-04-23 13:25:26.813,2024-04-22 18:30:00.000,2024-04-23 13:25:26.813,,null
315,"15001","02451",2,Aliquippa,PA,North Waltham,MA,Sonar,1,1181.78,1265.07,1350.62,569.44,0.00,,2024-04-23 13:25:32.305,2024-04-22 18:30:00.000,2024-04-23 13:25:32.305,,null
319,"29501","12015",2,Florence,SC,Athens,NY,Sonar,1,1565.13,1628.70,1692.63,785.04,0.00,,2024-04-23 13:25:39.126,2024-04-22 18:30:00.000,2024-04-23 13:25:39.126,,null
320,"92251","85901",2,Imperial,CA,Show Low,AZ,Sonar,1,1025.19,1053.04,1116.85,437.10,0.00,,2024-04-23 13:25:40.532,2024-04-22 18:30:00.000,2024-04-23 13:25:40.532,,null
323,"72201","30071",2,Little Rock,AR,Berkeley Lake,GA,Sonar,1,1251.47,1325.26,1438.84,542.51,0.00,,2024-04-23 13:25:42.782,2024-04-22 18:30:00.000,2024-04-23 13:25:42.782,,null
306,"70112","78201",2,New Orleans,LA,Balcones Heights,TX,Sonar,1,857.01,906.06,1001.10,547.08,0.00,,2024-04-23 13:25:19.807,2024-04-22 18:30:00.000,2024-04-23 13:25:19.807,,null
311,"19092","45133",2,Philadelphia,PA,Allensburg,OH,Sonar,1,998.36,1046.82,1107.34,549.35,0.00,,2024-04-23 13:25:26.065,2024-04-22 18:30:00.000,2024-04-23 13:25:26.065,,null
317,"75941","78201",2,Burke,TX,Balcones Heights,TX,Sonar,1,637.48,717.72,788.78,345.35,0.00,,2024-04-23 13:25:33.542,2024-04-22 18:30:00.000,2024-04-23 13:25:33.542,,null
321,"44203","53202",2,Akron,OH,Milwaukee,WI,Sonar,1,726.02,792.90,882.22,451.89,0.00,,2024-04-23 13:25:42.066,2024-04-22 18:30:00.000,2024-04-23 13:25:42.066,,null
328,"60601","19092",2,Chicago,IL,Philadelphia,PA,Sonar,1,1772.72,1877.70,2009.82,755.19,0.00,,2024-04-23 13:25:49.052,2024-04-22 18:30:00.000,2024-04-23 13:25:49.052,,null
329,"40502","53702",2,Lexington,KY,Madison,WI,Sonar,1,741.96,802.16,868.54,518.33,0.00,,2024-04-23 13:25:55.125,2024-04-22 18:30:00.000,2024-04-23 13:25:55.125,,null
331,"77002","75078",2,Clutch City,TX,Prosper,TX,Sonar,1,608.62,645.29,919.71,256.08,0.00,,2024-04-23 13:26:01.808,2024-04-22 18:30:00.000,2024-04-23 13:26:01.808,,null
333,"17011","06850",2,Camp Hill,PA,Norwalk,CT,Sonar,1,718.57,802.18,866.05,221.10,0.00,,2024-04-23 13:26:06.025,2024-04-22 18:30:00.000,2024-04-23 13:26:06.025,,null
335,"43351","28075",2,Upper Sandusky,OH,Harrisburg,NC,Sonar,1,1225.17,1282.13,1386.77,483.71,0.00,,2024-04-23 13:26:13.345,2024-04-22 18:30:00.000,2024-04-23 13:26:13.345,,null
337,"80012","78201",2,Aurora,CO,Balcones Heights,TX,Sonar,1,1229.00,1254.08,1273.54,933.71,0.00,,2024-04-23 13:26:17.294,2024-04-22 18:30:00.000,2024-04-23 13:26:17.294,,null
339,"43351","28202",2,Upper Sandusky,OH,Charlotte,NC,Sonar,1,1236.58,1292.03,1398.66,484.45,0.00,,2024-04-23 13:26:21.047,2024-04-22 18:30:00.000,2024-04-23 13:26:21.047,,null
341,"24382","27401",2,Stones Mill,VA,Greensboro,NC,Sonar,1,697.23,776.86,801.19,116.75,0.00,,2024-04-23 13:26:27.010,2024-04-22 18:30:00.000,2024-04-23 13:26:27.010,,null
342,"52001","18015",2,Center Grove,IA,Bethlehem,PA,Sonar,1,2014.87,2151.41,2303.73,918.69,0.00,,2024-04-23 13:26:29.561,2024-04-22 18:30:00.000,2024-04-23 13:26:29.561,,null
344,"27284","11763",2,Guthrie,NC,Gordon Heights,NY,Sonar,1,1218.24,1285.67,1394.68,585.73,0.00,,2024-04-23 13:26:33.801,2024-04-22 18:30:00.000,2024-04-23 13:26:33.801,,null
346,"62040","67062",2,Granite City,IL,Hesston,KS,Sonar,1,1148.21,1181.19,1246.70,458.01,0.00,,2024-04-23 13:26:36.331,2024-04-22 18:30:00.000,2024-04-23 13:26:36.331,,null
347,"33563","32601",2,Plant City,FL,Gainesville,FL,Sonar,1,480.23,504.05,548.14,131.86,0.00,,2024-04-23 13:26:37.807,2024-04-22 18:30:00.000,2024-04-23 13:26:37.807,,null
349,"21201","22801",2,Baltimore,MD,Harrisonburg,VA,Sonar,1,721.72,1002.40,1308.91,157.29,0.00,,2024-04-23 13:26:42.831,2024-04-22 18:30:00.000,2024-04-23 13:26:42.831,,null
353,"78040","37743",2,Laredo,TX,Baileyton,TN,Sonar,1,2249.83,2356.40,2435.77,1202.23,0.00,,2024-04-23 13:26:51.537,2024-04-22 18:30:00.000,2024-04-23 13:26:51.537,,null
354,"19067","33801",2,Lower Makefield,PA,Lakeland,FL,Sonar,1,2171.29,2257.93,2313.69,1050.49,0.00,,2024-04-23 13:26:56.021,2024-04-22 18:30:00.000,2024-04-23 13:26:56.021,,null
356,"78040","13146",2,Laredo,TX,Savannah,NY,Sonar,1,3729.43,3772.81,3795.43,1871.71,0.00,,2024-04-23 13:27:01.861,2024-04-22 18:30:00.000,2024-04-23 13:27:01.861,,null
358,"18701","07094",2,Wilkes Barre,PA,Secaucus,NJ,Sonar,1,514.49,692.90,706.59,111.67,0.00,,2024-04-23 13:27:08.800,2024-04-22 18:30:00.000,2024-04-23 13:27:08.800,,null
360,"44502","60140",2,Youngstown,OH,Campton Hills,IL,Sonar,1,720.74,771.53,831.11,436.48,0.00,,2024-04-23 13:27:14.095,2024-04-22 18:30:00.000,2024-04-23 13:27:14.095,,null
362,"39455","78610",2,Baxterville,MS,Buda,TX,Sonar,1,932.24,1009.09,1104.97,601.86,0.00,,2024-04-23 13:27:19.587,2024-04-22 18:30:00.000,2024-04-23 13:27:19.587,,null
364,"89431","01013",2,Greenbrae,NV,Chicopee,MA,Sonar,1,5056.33,5178.50,5263.04,2793.44,0.00,,2024-04-23 13:27:25.546,2024-04-22 18:30:00.000,2024-04-23 13:27:25.546,,null
365,"16146","56401",2,Sharon,PA,Baxter,MN,Sonar,1,1491.68,1586.57,1694.39,974.21,0.00,,2024-04-23 13:27:30.564,2024-04-22 18:30:00.000,2024-04-23 13:27:30.564,,null
367,"50021","79022",2,Ankeny,IA,Dalhart,TX,Sonar,1,1688.86,1834.24,1962.26,798.08,0.00,,2024-04-23 13:27:35.511,2024-04-22 18:30:00.000,2024-04-23 13:27:35.511,,null
307,"43351","28301",2,Upper Sandusky,OH,East Fayetteville,NC,Sonar,3,1306.53,1377.08,1456.61,558.89,0.00,,2024-04-23 13:25:20.318,2024-04-22 18:30:00.000,2024-04-23 13:25:20.318,,null
310,"60107","44017",2,Streamwood,IL,Berea,OH,Sonar,3,971.03,1019.10,1067.98,382.98,0.00,,2024-04-23 13:25:24.104,2024-04-22 18:30:00.000,2024-04-23 13:25:24.104,,null
314,"15122","64101",2,Pittsburgh,PA,Kansas City,MO,Sonar,3,1511.93,1619.06,1758.65,840.00,0.00,,2024-04-23 13:25:29.369,2024-04-22 18:30:00.000,2024-04-23 13:25:29.369,,null
318,"15001","02451",2,Aliquippa,PA,North Waltham,MA,Sonar,3,1184.25,1266.01,1362.69,569.44,0.00,,2024-04-23 13:25:36.522,2024-04-22 18:30:00.000,2024-04-23 13:25:36.522,,null
324,"29501","12015",2,Florence,SC,Athens,NY,Sonar,3,1559.78,1623.31,1686.41,785.04,0.00,,2024-04-23 13:25:42.850,2024-04-22 18:30:00.000,2024-04-23 13:25:42.850,,null
325,"92251","85901",2,Imperial,CA,Show Low,AZ,Sonar,3,1025.97,1052.19,1115.84,437.10,0.00,,2024-04-23 13:25:45.352,2024-04-22 18:30:00.000,2024-04-23 13:25:45.352,,null
326,"72201","30071",2,Little Rock,AR,Berkeley Lake,GA,Sonar,3,1260.82,1330.09,1446.23,542.51,0.00,,2024-04-23 13:25:47.130,2024-04-22 18:30:00.000,2024-04-23 13:25:47.130,,null
371,"79323","60803",2,Denver City,TX,Alsip,IL,Sonar,3,1639.72,1713.81,1815.15,1187.35,0.00,,2024-04-24 04:20:40.662,2024-04-23 18:30:00.000,2024-04-24 04:20:40.662,,null
372,"60803","10001",2,Alsip,IL,GPO,NY,Sonar,3,1832.29,1988.64,2128.41,791.34,0.00,,2024-04-24 04:20:41.067,2024-04-23 18:30:00.000,2024-04-24 04:20:41.067,,null
